short_text,id,label,data,is_attention_check,expected_answer
"     With out the appropriate victernet performance monitoring tools, your job as a network administrator becomes much more cumbersome. Operating common network performance management enables you to monitor for troubles, monitor network targeted traffic and free of charge up network bandwidth. Th...",e224a4cb522f687ac1e55bd998540dca,male,PAN13-EN,False,
"This truly is an excellent question, why is a website essential in this age of modern-day web innovation? With all those business are presently going for websites of their personal, exactly what is the explanation behind that. Well, in uncomplicated methods the explanation is that each person wou...",fc98fd96a1b45709f54713eddb7060b6,male,PAN13-EN,False,
The murky lighting at the club was very cool. You could also win prizes and have fun. There was a creepy bit with a spooky dude. The decorations had a lot of intricate designs. It was my favorite birthday party ever.,31408,Non-binary,PASTEL,False,
Where are [u] manz.. Missing [u] lots lots.. And my god bro whom i lose contact with too.. Haiz... So sad... Haiz.. I miss [u] till so much then u cum online thank god man... Today my day just pass like tat lohz... My day will always be okok unless something gd will happen to me on the day... Nth...,3723402,female,BLOG,False,
I prepared my rocket for the competition. I set my rocket to take off mode. The rocket flew like a charm. Everybody cheered at the successful rocket launch. My rocket went the highest and won the competition.,17681,Female,PASTEL,False,
Today it was finally Easter at our church. The kids gathered to find eggs.q This little girl was having a hard time finding some. Those kids took just a few minutes to find most of the eggs. Overall the kids enjoyed their Easter hunt.,13578,Male,PASTEL,False,
"As I enter my third year teaching at Independence High School, I have various technology experiences, but nothing extensive. I love technology, but take little initiative to learn about new programs available. I hope to learn enough to show my students how to use the internet in ways other than s...",3865293,female,BLOG,False,
There is a sign for the Sagamore. Tiffany is another lighted sign. This sign is lit in green. The Penguin Hotel is bluish and distinctive. A distinctive retro sign is Crescent.,9216,Male,PASTEL,False,
The crowd gathered and planned to see the concert. They wait at the diversion nearby. The crowd started to be restless. The sound guys were finally ready for the musicians to take the stage. They played the set they practice for a period of time.,1969,Male,PASTEL,False,
"busy week, sport, music the usual stuff. couldnt be bothered posting.made some sik song loop things at lukes, had a pizza dinner and downloaded music. listened to music...rise fm hardcore music 21 minutes hardcore dance track. boring chinese school, came out half and hour early... and yeahhad piz...",3621783,male,BLOG,False,
"Texas Hunting Land is a perfect venue for your hunting destinations if you would like your hunting done with tranquility and faraway from the city's buzz and noises. Indeed, Texas offers lots of perfect hunting locations on your behalf that will deliver be familiar with ambiance and environment y...",d328a3c669a5b60298396a53ec2b9e39,male,PAN13-EN,False,
ha!z.. todae waste lots of time in class cuz lookin for classes den will lend us deir ohp...search for so long n finalli 1/8 lend us deirs....den after schl heard tt cher is gg to spotcheck for books left underneath our desk n everyone was so kanjiong in tryin to hide it....but our class onli lef...,3990524,male,BLOG,False,
"We have waited so long for this moment sometimes it is hard to just let it sink in. I couldn't imagine doing this anywhere else, this is simply meant to be. With the joy of the day the memories of agonizing over such small details, like cake size, just melt away. Today is the beginning of something beautiful. I wouldn't change any part of it, even though I would have preferred a limo.",28956,Non-binary,PASTEL,False,
This is an attention check. Please select 'Somewhat Feminine (2)' and '4: Very Confident. You were very certain about your judgment with no hesitation',1,,,True,24.0
"The foreigners took a tour of the city. They went to a restaurant with a painting on the wall. The guide read the caption, because he was fluent in the language. They decided that the painting was actually a mosaic. It was a picture of a horse, that's for sure.",9084,Non-binary,PASTEL,False,
Artists set up their float for a parade. People gather to view the intricate floats. There are some rather interesting designs incorporated. The small parade was held at tourist heavy location. The distinct landmark made the parade easy to find.,10849,Female,PASTEL,False,
"The   software program can be quite difficult to clear away from your technique. This is simply because of the quantity of diverse programs that get set up on your pc as element of the offer. You will finish up with Phrase, PowerPoint, Excel, Publisher, Cash and additional. If a file gets to be c...",dd7ae05ce600dc92cd6ecb4dc5513280,female,PAN13-EN,False,
However WordPress and Joomla seem to have an edge over the others with regard to global popularity and make use of. Many website design agencies and design experts are proficient with Joomla and WordPress and are able to customise the software to pay the specific needs of a business. Both these p...,75eaa4a58551cf942052ad916998b143,female,PAN13-EN,False,
I'm a student of architecture on my senior trip. I visited the Morris theater to view it's amazing ceiling deisign. Of course a trip to the grounds of Fox Manor is a must. The manor itself has beautiful spires on its large roof. You couldn't ask for a better vacation before my last year of hight school.,34463,Male,PASTEL,False,
Today we checked out this nice humble home. The wood floors were really nice. The bathrooms were quite unique. The table in the hall had alot of seats. There was a really nice home garden.,9317,Male,PASTEL,False,
"When the customers clicked the ad, he or she wound up on your website which had nothing to do with the graphic. In most cases, the visitor is immediately left your internet-site, wasting your money. Many website exist where by AdSense participants make ads seem like navigation, attempt to blend a...",e684ff165d6eb4ec1b922b4c834be23e,female,PAN13-EN,False,
I went on vacation with my family in a trashy location. The strip was surprisingly clean and well lit at night. The signs at night looked very vintage. There were a lot of tourists there taking photos. A lot of organizations took advantage of the tourism by setting up stores to sell souvenirs.,1880,Female,PASTEL,False,
This is an attention check. Please select 'Neutral (3)' and '2: Somewhat Confident. You made a judgment but still felt uncertain or had significant doubts',2,,,True,32.0
"First of all you had much better make confident that your child is the age group becoming represented by the modeling agency. This details can be simply found out by means of an online search. Once you are totally convinced that your kid really should be a model, that he or she will become very e...",5b61a6bcd3d466e81a660e56ec69b0cb,male,PAN13-EN,False,
hey Ladies out there i joined this site coz of you so if yo out there n need me come get me ama be waiting i dnt want those that r uptight if you knw wat i mean,bdca1e8ea0510fe813a532bbc79126d6,female,PAN13-EN,False,
"You won't believe it, I just wasted 5 hours sitting here playing this PC gamed called Age of Empires. It is high addictive and my need to win resulted in several attempts at it. I think the computer got sick of playing it that it let me win. Well, that was time well spent... Anyhow, I am writing ...",3520079,female,BLOG,False,
"Last week I was Up North. We have a simmer house up in Pentwater. It is right by Ludington. Our family has a very long line up in Pentwater. My grandparents were raised there. Anyways, we have alot of people that now me and our family. My grandpa always tells me I have 50 grandparents there. It i...",3986168,female,BLOG,False,
"I went for a quick walk around town, starting on a street just off of main street, were grafitti had clearly run rampant. I made my way then (through the unfenced yards belonging to the neighbors) into the park, dotted with ponds and people. Upon pondering my next location, I decided that my best course of action would be to walk across a bridge overarching one of the ponds. Here, I stumbled upon a beautiful building that seemed to be in an older American style. Instead of exploring the building, I continued my walk home, making it in just under an hour.",4601,Non-binary,PASTEL,False,
"Today I got to do a beautiful wedding day shoot. We started with these nice special guests. I would say the guys did a nice job. The sun shone so pretty for this perfect day. There were some pretty special decorations on the tables. I was a guest at a wedding, this weekend. The happy couple's get away car was white and all decorated up. The florist did an exceptional job with the corsages and boutonnieres. The reception after the wedding lasted until late afternoon. I brought home a centerpiece as a memento.",30169,Male,PASTEL,False,
"It was a special day for the marching band at my school. We had been tested previously, and now was the time for our performance on Veterans' Day. We were stellar, and we saluted the group of veterans after our performance. The test of handling the performance anxiety wasn't as bad as maintaining uniform, which we failed and were cheered in response. An example of this failed test is that Brian somehow lost his shoe and realized when we were walking back to the buses.",36341,Female,PASTEL,False,
This is an attention check. Please select 'Very Masculine (5)' and '1: Not Confident. You were unsure or found the text ambiguous',3,,,True,51.0
"God what is going on this world! Isaiah 4:1 says... And seven women shal take hold of one man in dat day, saying "" we wyl eat our own bread and wear our own clothes, only let us be called by ur name, take away our reproach."" in deed why!!!",af537834b51d385798642c0f4daf22d9,female,PAN13-EN,False,
"There are so many different ways that you can send traffic to your blog or website and one of the most affordable and simplest methods is blog commenting. By commenting on the right blog at the right time, you'll be able to get targeted traffic flowing in from the readers who read your comment, a...",39c279b6a6ec993e29b40890f127d5e9,female,PAN13-EN,False,
"On the tour, we first stopped in the city square. We then were lead through a more recent attachment to the city, dotted with pop-culture references and personas, including the great Elvis Presley. Then, we went on to the older portion of the city, the streets here lined with historically significant buildings. The next stop was the church, which veered just off the main street of the city, just by my cousin's (that I was staying with) home. Our final stop was the cemetary, inside of which were the graves of prominent figures in the city's history.",34448,Non-binary,PASTEL,False,
"If you are among many individuals who are interested in trading the currency market, it is good for you to know the basic of how to do FOREX trading on your own. Now before you taking any further steps, why don’t you try to seek advice from someone you know that probably has years of experience i...",b55cb981ce35e677b6ee9581d70a74e1,male,PAN13-EN,False,
"Check the brakes, the wipers and the heater carefully, because any issues with these could cause you serious problems out on the road. Next, check that the tires are higher properly, and the tread is good. Winter in the uk brings rain, ice and occasionally snow, which are the most perilous condit...",b7570d29fbccc7393e4f35c44dd5a497,male,PAN13-EN,False,
"Getting transportation is a trouble. If you do not personal a automobile and you live in a large metropolis, this could be specifically genuine. You're heading to uncover that there are a whole lot of diverse issues to offer with in regards to obtaining about, and when it's time to transfer forwa...",fbd5a32e8be4d4a9e5ad92550b2812b9,female,PAN13-EN,False,
The stage is being set The singers have come on stage The concert should begin shortly They have such a strong vocal presence This was the most powerful and beautiful song I have ever heard,11925,Female,PASTEL,False,
"Beautiful Day in Connecticut, sunny nice breeze and min humidity...gotta love it. Went to my first DCA show of the year last night. Great night for drum corps. If you want to see the scores and read the review go to  Drum Corps discussion Board . Pool is ready and kids have been swimming every da...",3528970,female,BLOG,False,
"Nevertheless, you can avoid these kinds of situations by making sure your skin looks good all the time. Here are some tips that you can use to help yourself get started.You want to know more about finding meaningful lifecell reviews, but the other important side of the coin is that you have to ge...",e66593e03bdc06905c77f158cac5ecc8,male,PAN13-EN,False,
"My Gallery Opening! Here is my first piece - made in the image of the classic Marlboro advertising designs. My inspiration for the next piece is 80's contemporary titled, 'How many licks to the center....?' I'm positive you get the reference! Now for the centerpiece of my Gallery, a work I've titled 'Golden Blob'. The symbolism - so apparent, right? This is McKayla - pronounced Mac-Key-Lahhh. She's my intern. Her contribution on my American Flag project, titled 'America the Glamorous', was invaluable.",14215,Male,PASTEL,False,
"Taking a stroll around the neighborhood to take some photos. Most of these houses, have specific histories. A lot of the neighbors have lived here since they were children. I love that these houses have their own history to tell. The snow sure does make this town and house amazing to live at.",19457,Male,PASTEL,False,
I took a trip upstate last fall near the river. I viewed lots of local attractions. The area revolves around fishing in the river. I made several new friends on my journey. The trip was over too soon and I was heading back to work before I knew it.,31609,Male,PASTEL,False,
Effectively designed newsletters can better inform and connect with your target audience. 899webdesign.com offers professional newsletter design service at competitive prices to help your business stay in touch with the targeted consumer base.  ,93461f768317abcbba6572eeeabeddac,female,PAN13-EN,False,
"After a very short discussion, Mark and I decided not to try the flea market again. We'll have as many yardsales as we can between now and the last few weeks we're in our house. Then we'll call in an auctioneer to finish off the furniture and anything else we haven't sold. This past week we had a...",3314062,female,BLOG,False,
"I met this female ski instructor before skiing on the mountain. Snow was hanging over the cliffs making it difficult to see the trail. This female is finding it hard to go up the steep hills. She's ready to get to the top! You could tell she loved zooming down the slopes. A skiing female loved this particular mountain. The snow was hanging off the cliffs, making it difficult to see where the mountain ended! The female found these particular hills hard. It is always exciting to be at the top getting ready to ski down. Everyone loved zooming down the slopes.",30672,Female,PASTEL,False,
"Last night I jammed with Brian and Randy. (This is Jeff's band, minus Jeff, who got married Saturday and is busy.) Brian invited a singer/songwriter he'd never heard to come jam with us. JD, though a very sweet young woman, is a novice musician. She didn't get her guitar in tune. I suffer when I ...",4217058,male,BLOG,False,
"... I don't know when I'll be back again...' Ok, yeah, actually I do. I'll be back late Monday night, but let's not spoil my good mood. I'm in a New York state of mind today and so not motivated to write much here. If you're looking for something to read, go check out  CHUD.com's awesome review o...",3925061,female,BLOG,False,
"I thought if I list out everything that's buzzing around my head it might help! Then again, there's so much I doubt I'll ever manage it.... 'If learning involves the use of ICT, it's e-learning' (Dfes UK) Can the desired learning outcomes drive the technology? Or will the 'imposed' technology dri...",3712430,male,BLOG,False,
So YEAH!!! We were able to purchase the big kit for my hostess...so she can get started being a Passion Parties Consultant and doing what I am in about a week. She already has parties lined up. I'm so excited for her. The party went really well and was tons of fun. :-) I stuck the Glow Boy to the...,4208244,female,BLOG,False,
"PE confuses the s*&%$ out of me, one weekend its rocking and one its like a one-horse town, I've tried to figure out a pattern of when the fun happens but nope I've failed miserably. its funny cause I'm born and bred here",6691a7d4760f14982c9b46a08f44c5f9,female,PAN13-EN,False,
"Last week I wandered around the city and got lost. I couldn't remember the street I parked on. I walked for an hour then I stopped for a break. I finally remembered I parked in the parking garage. When I finally found my car, it was rush hour.",22870,Female,PASTEL,False,
"Helmet speaker is a sort of monster cable, monsters beats, monster cable that is mainly specially designed for riders, as alternative to earbud speakers. It is more liberty although working with the wi-fi headphone, with the growth of technological innovation, wireless technologies acquiring matu...",8619ceda0553debdbd03c4128b4572ce,male,PAN13-EN,False,
If you want to succeed in the world must make your own opportunities as you go on. The man who waits for some seventh wave to toss him on dry land will find that the seventh wave is a long time a coming. You can commit no greater folly than to sit by the roadside until some one comes along and in...,5d1b1c9f5e4c45ceb34b1846eaf1bcbb,female,PAN13-EN,False,
Our van has taken us all over. On one trip we went to the coast. There were ships in the water! And the water was so clear that we could see the bottom. Our parking spot was the best.,5186,Male,PASTEL,False,
"Well, we had a first this morning... Maitlyn totally enjoyed swim lessons! She didn't complain one bit, did everything she was asked and even had fun! One of the things she always complained about was the kickboard. Today, as she was kicking across the pool with the kickboard, she said to me 'I l...",3435786,male,BLOG,False,
This is an attention check. Please select 'Somewhat Feminine (2)' and '4: Very Confident. You were very certain about your judgment with no hesitation',1,,,True,24.0
"The truth is that playing with the wrong golf will adversely influence your game . You will surely sacrifice constancy and precision if you do not select the right golf balls for your specific game . So , in what way would you figure out which golf ball is ideal for your strength and ability ? We...",fa6d4c398d1589d5466e70e1b7509a7a,female,PAN13-EN,False,
"I just love being a recovering addict on blogspot. Ever notice how it is really Blogs-pot? Maybe that's me being me, a drug addict who sees the word pot in like everything I ever see. I smoked pot for over thirty some years like almost every day and it finally got in the way. In the way of my cra...",3500638,male,BLOG,False,
There were lots of food. We were ready to eat. We unwrapped the candy. The photo was an advertisement. The street was dark.,14491,Male,PASTEL,False,
"One curious and true thought about using IM business tools or approaches is success will depend on the skill with which any person brings to the table.You can rattle off any number of strategies used, Credit Card Debt Settlement - that is a randomly chosen tool many people like. It is always a sm...",90969d54582724ab99dc86b8c46a0139,male,PAN13-EN,False,
"I wrote some poetry while I was away for the last week, I decided it was worth putting here. I'm not saying I'm the best poet in the world... As usual, it's all pessimistic but then again that's the way I am oh, and I don't like naming poetry, too hard... why shall I love but never be loved? why ...",3807999,female,BLOG,False,
I left for the weekends to support my uncle We had many signs about love and many other levels We talked about touching moments and treatment between individuals We had many loving signs that would remind people about violence we were talking about relationships and marriage,1131,Female,PASTEL,False,
"It's strange how one can wake up in a morning feeling that the day is going to be great, only to find that as each minute ticks, things slowly seem to get worse. Today is one of those days. Worse than just the average Monday feeling, I haven't felt any good until just now when I started to think ...",3953885,male,BLOG,False,
"Welcome! Make yourself at home... it's my first post. Lol, I'm a blog virgin... well not really ). Anyway, I plan to post my goings-on in here (is that gramatical?) for the summer, and maybe even beyond that. Just to update what's been going on in my life: The job hunt continues, though not as vi...",3672974,male,BLOG,False,
This is an attention check. Please select 'Neutral (3)' and '2: Somewhat Confident. You made a judgment but still felt uncertain or had significant doubts',2,,,True,32.0
  Toys “R” Us Putting QR Codes to Use for Christmas!  The Future Of Business To Business Marketing: Content Marketing  10 Realistic Rewards of Social Media  How Well Do You Listen and Engage With Your Customers?  Salesforce’s Do.com Aims to Torpedo Microsoft’s Collaboration Stronghold  X-ray Augm...,59fd3e7abfc87cfafa1cb588414f78a0,female,PAN13-EN,False,
"apple itunes uninstall is most beneficial undertaken by possibly working with the ""Add / Eliminate Programs"" applet within your pc, or by utilizing a piece of application that is capable to get rid of it completely. We've located that this application is exceptionally engrained inside Windows, an...",3f25b222d9ced5b0f758ebdeb1334efc,female,PAN13-EN,False,
"I got stung by a hornet today. I cried. If I can't handle that kind of pain, how on Earth would I be able to do it?I ache for freedom yet I refuse to do it, I am not brave. I have the means to do it, but do I have the guts? No, I don't. That may be a good thing, it may not, but what can I do? mc,...",3901881,female,BLOG,False,
"At least as far as customer service goes. I recently ran into problems w/ both online companies. A song I downloaded from Napster would not play correctly, as in, not at all! As you have to be a premium member in order to receive phone support, I filed my report online. After a few days of not he...",4204349,male,BLOG,False,
"eBay is extremely uncomplicated to use and you can simply search your favourite designers or something as wide as ""dresses"" to assist you track down the goods that you are seeking for. You will locate a broad assortment of low cost garments on eBay ranging from things that are brand name new with...",1e463533b451d587ddc2a466090179f5,male,PAN13-EN,False,
What kind of life do u like to live. Do u belive our days on dis earth is nt much? And lastly who do u belive in GOD or satan,5114c364f95c6539f5c52c4e4a3ea4cc,female,PAN13-EN,False,
The parade was full of a lot of people holding on to these floats. Some displayed their silly hats. In the parade the people held on tight to their sticks. The parade also put on a nice show for the spectators. This was definitely a hat goofy event.,10092,Male,PASTEL,False,
This is an attention check. Please select 'Very Masculine (5)' and '1: Not Confident. You were unsure or found the text ambiguous',3,,,True,51.0
"If you are looking for   Vuitton Damier, where you can find exquisite handbags, wallet nd so much more? Here are really the most chic, stylish and excellent quality handbags available in the market today. As it is known all over the world, nearly every woman who carries a brand handbag like LV, H...",fcfed6ffa020a9c6783a7b232b8028cc,male,PAN13-EN,False,
"Have you ever thoroughly planned out your objectives and goals for your web business? That's right if you're not setting the right goals for your online business, it's highly unlikely that you're going to see any big results coming your way. Some goals are more powerful than others, and you can u...",1e15aa4e325b756036346dff2731d72,female,PAN13-EN,False,
We went on a majestic university visit. The walls were lined with wood and the smell was great. What a delighted day to have been ale to make it to graduation day . The photographers were really hiding my family. It was finally time to pose for more photos.,17519,Male,PASTEL,False,
"Florianopolis offers up a good balance of attractions, activities, leisure and sightseeing to those seeking out a vacation in southern Brazil. This beautiful city sits on an island, surrounded by atlantic waters that provide great surfing, aquatic activities and lounging on beaches along nearly t...",9d0a4a97073f6185b53cb94b442fb168,male,PAN13-EN,False,
haiyo...today the maths teacher nvr come..so shiok... got 4 periods free...lolx...hmm..heard tat i'll be representing my cca to receive some knid of shit on national day celebrations tat day..so ma fan..duno why muz come and pick...lidat later still muz come back for rehearsal...zhen shi de..yeah...,3834464,female,BLOG,False,
Watching birds out her window was their grandma's favorite past time. They watched them too in her memory. They later brought flowers to her grave. Aunt Cheryl does not know how to use a camera correctly. She still tried to take pictures of the family though.,21875,Female,PASTEL,False,
"hey everyone! wow....this warm weather is gettin the parties started...jay, u know what im talkin bout haha...never again...well not for a while! I gots a pool!! lots of fun, but is chris welty leans on the side one more time, hes kickin his 'muscular' ass kicked!! hahahaha long walks to starbuck...",3474820,female,BLOG,False,
In art life is giving out of imagination. Same goes to reality you give it life when your imaginations start to manifest.With the forces in life only the pure minds are put to the test and pass despite the negative energies in floatation when you work with Jesus christ and God.,ef5b90c05992e18554be817031b376b,female,PAN13-EN,False,
complete solitude as far-off voices mingle with shrill cries of gulls Copyright 06/11/2004 Therese 'Parpar' BaricI saw the look on her face when he told her to SHUT UP The tears straining behind her eyes As she gazed steadfastly at the TV The Lightning won Bringing back memories of 1961 another t...,3546815,female,BLOG,False,
sIanZ..dUn0e wAd 2 wRitE oSo..nTh mUcH l0r..bUt gEneRaLLy mY liFe n0w kIndA suCkZ l0r..haIx..oSo dUn0 h0w 2 sAe..n0t eVeryThin's g0inG tHe wAy i wAnT iT 2 l0r..iTs dE uPs n d0wnS..aGaiN..sTupiD 1 lA..nTh mUch l0r..n0 m0od 2 sAe la..sUm oTheR tImE bAh..cYaZ..=(another week gone le..juz lyk tt..tim...,3524507,female,BLOG,False,
"You shouldn't assume that only people with special skills are a large budget can rank their sites well you can too, if you're willing to work for it. However, there are a few SEO factors that you need to keep in mind at all times to ensure that you're constantly getting ranked for your targeted k...",10c560c2300dec68e2ff10c673c5ec22,male,PAN13-EN,False,
"for my success picture i chose a picture of a graduation gown. i chose this because you achieved something you probably thought you couldnt. it also shows you worked hard to get where you are now. this picture symbolizes success,hard working and giving it 100%.#1) can COLLEGE really excell my tro...",3907322,male,BLOG,False,
My weekend vacation was at the beach. I spent time surfing. I found this huge bird staring at me on the beach. I had a lot of fun that weekend. The pier at night is so beautiful and peaceful.,4552,Female,PASTEL,False,
i started typing this blog to get some things off my chest! it is unusually tough moving from one place to another and trying to do all these things at once. i have been just shuting down most of the timetaking the easy way out. i was expecting to have some comments! but how? the thousands of blo...,3536378,male,BLOG,False,
"For those who are interested in reality television, studying Kim's strategy may work in your favor.PressIf you want to know where Kim Kardashian has been featured, here , take a look at the press section of the website. She dated singer Ray J and Reggie Bush in 2007 (not simultaneously!). She beg...",c6dc2df8bb6bf7e04094fbf769105a3d,male,PAN13-EN,False,
"Everyone experiences the same basic human needs, but with each person some needs are more dominant than others. The four major groupings of needs are results, recognition, regimentation, and relationships.",81e9f1697d485ca3cf0a0780ce1bfa7a,female,PAN13-EN,False,
Well my birthday was thursday...the 26th.And that was the el dorado vs. circle game.CIRCLE WON!!!of course. so now we get to go to Topeka. So my brithday weekend was very good. I didnt do as much as i thought i would...but i'm gonna make up for it later.-lol- it was still good cuz i got to see my...,8632c9932c78fbce9bb7279234ce3028,male,PAN13-EN,False,
Tim is a photographer. He traveled all over Australia taking pictures. He loves to take pictures of water. Bridges were also fun for him to take pictures of. The Sydney opera house was beautiful at night.,3120,Female,PASTEL,False,
The girl is having fun at the slumber party. Her friends playmany fun games. They have a pillow fight some of her friends are not the best players At the end of the night they all had a good time.,22493,Female,PASTEL,False,
"All I need is a little Jazz to get me thinking. Today went to the music store around 6 in the afternoon to buy some more music to choreograph to. I bought Soulive and Jamiroquai. Man, is just something about really good soul music that gets me thinking. It is really big decision time in my life r...",4212907,male,BLOG,False,
Today at work I took pictures of employees talking. The familiar employees let me take pictures as they were walking. You could see there were some prime parking locations. there was plenty of walking distance from the parking spots. The view from my windows office was great.,23418,Male,PASTEL,False,
That is a very colorful tourist bus! It makes a stop at Maid's Causeway. The bus stopped so the tourists visited inside the building. The bus makes stops at certain attractions at various times. They were letting people off the bus to take pictures.,37244,Female,PASTEL,False,
"OMG i havn't writen in a long time. i'm at my grandmas and bored. so there. more later
lately i have been desprately lonely. i don't know why. i just keep thingking why don't i have more friends? why do i thinkinh that everyone has been up to fun stuff w/ out me? i'm probably just paranoied.",3463708,female,BLOG,False,
"okay, so apparently flogging molly is coming to philly august 6, 2004. they're going to be at the tweeter center i think... omfg if i don't get tickets, i will flippppppppp...and howard shore (lord of the rings music composer) is coming july 13? or something... i want to see that too... dammit, i want to see a lot of people this summer... annie lennox and sting are coming june 23, i think.. ahh, someone buy me flogging molly tickets... i don't think they're on sale yet.. they better not be... GRRR",3467867,female,BLOG,False,
"Hey! It's me again!!! I'm kinda bored eh. So mind as well write something in my blog. :) Uhm, Classes are fast-approaching. I'm excited about being a Campus Minister. Yeah!!!. But I don't want to wake up early!!! I'm looking forward in this school year.",3468759,female,BLOG,False,
"NO!!!!!!!!!!!Diana didn't win!!!!!!!!!!!(sob! )I have to admit that i am a Diana DeGarmo fan. Diana DeGarmo rocks!She is .Her is just great.I even named my neopet after her!(chuckle! ) This is DiAnA_dE_gArMo. I liked Diana when I saw her singing,'My Heart Will Go On' .",3469096,female,BLOG,False,
"aw man! for a while there i thought i was actually going to have a relationship for real . after all those pseudo-relationships, i was beginning to warm up to the idea of stabilizing my commitment potential. well, it ended as swiftly as it began.",3475178,female,BLOG,False,
"Insomnia is a bitch. I woke up at approximately 3:00 am and now it's 5:00 am. The big question - Do I bother to try to go to sleep again when I have to get up in a couple of hours anyway?? My usual pattern is that I'll fall into my eventual slumber, say 45 minutes before I have to wake up. I don't know why, but that 45 minutes is a very restful sleep. It's like the sleep fairies are teasing me by giving me a little snippet of the sleep I'm missing only to pluck it away right from under me. Curses to them!",3486596,female,BLOG,False,
