short_text,id,label,data,is_attention_check,expected_answer
"Decide to be happy today, to live with what is yours - you're family, your business, your job. If you can't have what you like, maybe you can like what you have. Just for today, be kind, cheerful, caring and understanding. Be your best, dress your best, talk softly, look for the bright side of th...",762d73103d2aa91bc37de6b371c7ab6c,male,PAN13-EN,False,
"it is official: i have no life. wednesday, i went to silks practice from 8-10am. we learned more to our routine (which is gay because miss staats made it up) and found out the theme this year is 'latino music'. oh, how fun it will be to see our 10-person marching band try to play latino. i went h...",3856856,1,BLOG,False,
"Should you be looking for a formidable volleyball on the cheaper part in the price tag range, have a look at find a volleyball tournament. So as to perform volleyball in the right way and also in comfort, you'll have to make sure that you wear the right kind of shoes. The right kind of shoes are ...",fdf4388adbb23c962bb7733144f0710a,male,PAN13-EN,False,
"Life as we all know is full of struggles and challenges. You may not always get what you want but never give up, there are more colorful days ahead. There is no greater gift than having life. As long as there is life there is hope.",3b69947ff2eb3bfad17d2a7622bd3b5a,female,PAN13-EN,False,
"Perhaps you are already acquainted with some of the available information regarding shaklee vitamins. But we have noticed that not all of it can be useful, it just depends on your specific needs. There are many trustworthy resources about it, plus other associated aspects that you have to conside...",c5651306c67e6ba88fd77acf4e7efc06,female,PAN13-EN,False,
"As you may already know producing music beats is quite pricey these days. If you want to create good quality tracks, you need to get the most current music recording equipment or ideally a full top notch recording studio along with the required tools for getting the maximum out of every sound. Of...",e382464fdfa06c317fce661a715e83c0,female,PAN13-EN,False,
People gathered at the backyard barbecue. They were mingling and having a good time talking. The food was looking great on the grill. The barbecue master was doing an excellent job grilling. Finally everyone started stuffing their faces.,21633_2,Male,PASTEL,False,
"You can aquire a wonderful low cost when you have such things as overall health, life, and property insurance using the same firm. If you decide to switch your vehicle insurance plan to another company rather than the one which manages your own home insurance coverage, your home insurance coverag...",3b9ed383e8eec9c26cafe3f3bcd79416,male,PAN13-EN,False,
"Today is a cool day, since I am so cool. I had an orange for breakfast, rice for lunch, and I guess I will have a&w for supper. thats nice",7689655f5df5de14b1584b49799e4bda,female,PAN13-EN,False,
yesterday was a blast...had so much fun tat i cant even begin to describe the feelin of it...it was unexpected tho...cant imagine how it all started or happened...just came on spontaneously u know wat i mean...well...all good outings r always unexpected n spontaneous...if its planned then half th...,4037808,1,BLOG,False,
"In case you may be searching for some thing to sit on to take it easy, look over a book, enjoy TV, or possibly even take a snooze, saucer chairs really are the best option. They are usually designed for ease and comfort which in turn is boosted owing to the fact that they supply support for your ...",7897e5f1f22f11f4fe937c0f5195559e,male,PAN13-EN,False,
"Wow, yep I havent written in here in like two weeks atleast, but I'm not gonna try to put a shitload of stuff in here. I got my senior pictures back yesterday, and they're actually pretty good. Or atleast like 4 of em are... I'm hoping that I'll still be able to get professional ones, even though...",4141228,1,BLOG,False,
"today our orchestra had a car wash so i didn't eat AS much so today i ate: a plain bagel, half a mountain dew, grapes, half a peanut butter sandwich, a bite of a brownie, some dry apple jacks, some dry honey grahms, half a bowl of mac n cheese, and 2 or maybe 3 glasses of kool aidtoday i ate a ha...",4228481,1,BLOG,False,
"I wish u all the best.what you believe governs what you do and determines who you areI like to think of God as love,he is able to heal our lands and our hearts",7a60812923db1371d883f5562d33b0ed,female,PAN13-EN,False,
"The fog and reporters have both gathered on the docks. Sports fans and stars alike begin their ferry ride, amidst radio interviews. Baseball icons wave to passersby and fans. The ferry pulls out of the dock slowly, even still almost managing to tip some members of the crowd overboard. As they cross the river, fans have found other boats to join them, and show their support.",38386_1,Female,PASTEL,False,
"July 27, 2004 5:27 PM I had my first and last encounter with cutting today. I just wanted to see...Why so many people do it...Does it help you forget. Well I was too stupid to think of using a razor blade(and I don't know if I even have one). So I used knives which didn't cut very deep. Since it ...",4088797,1,BLOG,False,
The charity event drew a happy crowd. The first speaker talked about the importance of happiness. The next speaker gave testimony of the joy of liffe. The grand total of giving was in the checks donated to local schools. This wonderful organization leaves happy faces.,17751_0,Male,PASTEL,False,
"We sit and pay a small fortune for gas each day and wonder what we can do about it. We hear supply and demand and then send food to the same people who want us to pay more each day for gas. I only have one question. Why? The same people who charge us what ever they want for thier oil, expect us t...",3849677,0,BLOG,False,
"What differentiates the prosperous sites off their unsuccessful counterparts might be expressed in a single word: organizing.The fact that taking this critical primary step of website development cannot end up being overemphasized. But, it is usually astonishing how many people overlook it whenev...",431bc69296e24f7d48b9b03fa92cdef7,female,PAN13-EN,False,
The river is a beautiful place for tourists to visit. There are lots of food choices nearby. There is a nice statue which is interesting to view. It is lovely to look at all the parked boats. And there are sometimes fun entertainers wearing coke bottle costumes.,11016_1,Female,PASTEL,False,
"In our lives love is most important factor. so do love and get love from every one, Spread the fragrance of love every where",da72319e943c4ab1e703cb0e068df7e4,female,PAN13-EN,False,
The urban culture in town is popular. People especially love the tunnels. The walls are covered with grafitti by different artists. People love going to the urban side of town with their friends. They love to pose for pictures and explore.,15125_0,Female,PASTEL,False,
You can determine the size of the tank for African cichlids based on the number of fish you are planning to breed. Occasionally you can also feed them with live food so that they do not forget their hunting capability.> Breeding African cichlids is not an easy task as one thinks. Provide a good e...,f25d8b2f1ec43778a900026bc23b9518,male,PAN13-EN,False,
"Certain people don't have a link on this blog because, well, some of the material they post is not worth mine and other peoples time. Now that may seem harsh but it's how I see it. The people who do have links are the ones who post regularly or have interesting things to say. I'm sorry but it's t...",2711330,0,BLOG,False,
"At first look, web hosting sounds like a technical, complicated topic. However, when you break it down into manageable tips and small pieces of material, it can be understood much better and helpful to any business owner. Read on to gain a better understanding of your own web hosting needs.If you...",a6e1b71c74fda65f037e60014cf1304c,male,PAN13-EN,False,
" sunhelp You can use vi mode by setting the option like this: set -o vi (when in ksh already) OR ksh -o vi (when launching a ksh shell) In this mode, you'll want to get familiar with a few commands: Previous Command ----> [ESC]-k Use this key combination to access your previous command Next Comma...",3417438,0,BLOG,False,
Our family is making desserts. We have many different types. My cousin is here helping out too. My daughter thinks they're really tasty. The whole family enjoys them.,13163_2,Male,PASTEL,False,
"My polling station was inside a Catholic nursing home. The door was locked and the lady at the desk was talking on the phone. I stood there waiting for someone, anyone to let me. Finally, a nun passed by and after convincing her that my voter's card and lack of any other reason to visit a Catholi...",3612757,1,BLOG,False,
"G4TechTv The new Channel launches today. Click above for the link. Is There going nowhere? GameSpot There Inc., the people who brought you there, are thinking about stopping their consumer service. Guess we will know in 90 days. :( ThinkGeek :: Swiss Memory USB I thought this was cool. |The Sims...",3391192,0,BLOG,False,
"Catering companies are unique in that their work takes them all over the Phoenix area. Vans, trucks, and other company vehicles are required in effort to ship food, and other catering supplies. This provides a perfect possibility for catering companies to advertise locally by employing a vehicle ...",4d4e8a500d290c0165adb2bce9009024,male,PAN13-EN,False,
The buffet table was prepared for a party. The guest of honor smiles. Everyone shares a glass of wine. Even more guests arrive. A wild and crazy centerpiece is created.,8019_0,Female,PASTEL,False,
"Hey this is my first post so i hope i don't disapoint you, whoever you are found out about this site from a friend(  ) and thought the concept of a way to post your ideas and thoughts for free was alright so here i am typin'. well i guess i'll talk about today. well sleeped in till 11am. got up a...",3690904,0,BLOG,False,
"Hey all! I am feeling refreshed today! I went to  church today and I feel like a ton of wieght has just FALLEN off of me. It was time to shake them demons off . . . it was time to reflect on my life, the purpose of my life and I needed to search and find out what god has created me for! Yes I sai...",3658006,1,BLOG,False,
"And I feel, so much depends on the weather So is it raining in your bedroom? And I see, that these are the eyes of disarray Would you even care? Stone Temple Pilots I’ve been listening to Core for the past few weeks, on and off. The critics dismissed STP’s first album as a mediocre Nirvana knocko...",4162841,0,BLOG,False,
Welcome to the first day of class. Each class will be keeping a 'BLOG' as a way of accessing and rembering content that we cover in class. Each day one of you will be posting a summary of what we did in class. Writing this summary will earn you five bonus points to be added to your grade. Anyone ...,4301799,1,BLOG,False,
finished my first homemade ride today! Need for Speed: Underground... u can really taste the garden-grown goodness. i hope the southern public has a need for speed - 'cuz i got a need for their money! i'm actually impressed by the $50 video editing software i bought for the gig - it gives the ill...,4109640,0,BLOG,False,
"In honor of this bag's main color, I'm gonna post in bright green. Here's a story... A few months ago, there was a lil kitty who got a book called 'Stitch N Bitch: The Knitter's Handbook'. For the next two weeks, she kept flipping through, reading it like a novel. Sometimes, she even held off goi...",3985734,1,BLOG,False,
people of my blogg i will not be using blogger anymore i will be using xanga so... i'll see ya'll on my comments bye oh yeah! my xanga address is hey it's me again ... here is what i'm doing to today.... To start off i went to church and sat with becca after church i went to golden corral with th...,3956655,1,BLOG,False,
I am still not smokingI am happy to say that I have not smoked one cigarrette. It has been super hard and I have been a little short with people lately. I do not care what anyone says. It is not in your head. I recieved a comment that fights with my sister would be funny. So since we recently had...,3358494,1,BLOG,False,
It was day one of the outdoor classroom. The instructors were showing the kids what to look for. They had the chance to hold new creatures and learn about them. Along with the chance to try to catch butterflies. A very exciting day was had by them all.,23551_0,Female,PASTEL,False,
"Every Autumn, the family gathers at the lake. They always bring the last fruit picked from home. The family loves to visit the lake to go fishing. The house has a porch to sit in peach near the water. The best vacation is to watch the water.",19424_2,Male,PASTEL,False,
We gathered at the convention center The guys were excited for the event We heard an interesting discussion The featured speaker sent a positive message They proudly received their certiifcates,17143_2,Male,PASTEL,False,
It really snowe last night. I hope my ducks aren't cold. My sheep are just chillin. My tractor wont start today. I need to get more propane soon.,19480_2,Male,PASTEL,False,
"The most common pet turtles are aquatic turtles, which incorporate the Red-Eared Slider. Aquatic turtles are much more energetic than terrestrial turtles and so they are inclined to eat much more meat. Aquatic turtles will also carry on to try to eat meat as they age, while terrestrial turtles tr...",e5a6d8168390e5f8159e1a46a0c24222,male,PAN13-EN,False,
"After the long wait, the site and domain is up and running. About damn time....This site will soon be transferring over to my new domain at  PocketKangaroos.com . The site name originates from the poker hand of being dealt two kings right at the start.What a crummy stretch the Cubs are on of late...",3722582,0,BLOG,False,
"Formerly, people usually hold stereotyped perspective towards reproduction watches. For them, these fake watches are add up to something substandard. Really, it isn't completely precise. That would depend on which sort of high quality ultimately you'll choose. designer bags Individuals of high qu...",f4e3f40e377964df134e0c7d406e6c1,female,PAN13-EN,False,
"This is one thing to keep in mind when it arrives to picking out the amount of protection that the beneficiary gets on your passing. The more coverage you have, the far more the top quality is heading to be general each and every and every single month that you have the method.Devoid of living in...",a6491163663d01551d7cf8adc7fba343,male,PAN13-EN,False,
How To Advance Search Engine Optimization SEO By way of Social MediaSearch Engine Optimisation (Seo) is definitely critical for having your web page ranked hugely in big research engine results' pages. But it's not generally as uncomplicated as acquiring an eye-catching webpage full of hyperlinks...,653c298a881861ccf5188ab63fa37ee2,male,PAN13-EN,False,
"14:55 I dare not make that phone call. It shouldn't matter, and we all agreed it wouldnt, so why have i put it off so long? 20:00 Plucked up the energy. Rang singer - no answer.11:35 Found out the info. on tele, hour after hour watching, for a glimpse, and then what, what would i do, or have achi...",4096193,0,BLOG,False,
The napkins were set the platter was arranged bautifully the walls properly decorated the entertainment had arrived lets get ready to pary,13826_2,Male,PASTEL,False,
"Of course, the crowd is gathering for a meeting in a special location. It was time for the speaker to appear as a guest. He arrived at this important venue and spoke to the people He gave a speech during the session and the people sat down to hear him. After his speech, he posed for photographs with the attendees.",38553_0,Female,PASTEL,False,
"Sometimes I have a crazy notion that runs through my head. It's actually more like a recurring question that puzzles me at odd times and places but usually when I see some otherwise taken for granted ingenious invention. For example, it happened this past Sunday as I sat in an Emergency Room wait...",4012951,0,BLOG,False,
"He entered the office building and went to the directory to find the office he needed to visit. He headed upstairs and found the sign for Loyalty, Fidelity, Broccoli. He went inside and saw a group of chairs, one being upside down. He looked out the window and down to the street and saw a tow truck. The windows were small.",23361_1,Male,PASTEL,False,
On a trip to the market I many birds hovering around the stands. Someone bought a vegetable after seeing the crowd was subsiding in front of the stand. There are many vegetables in the market to be seen as I strolled through and one stand in paticular had a very large amount. There was a lot of variety and unsual people to see. Best of all the tomatoes were perfect that I found.,21122_1,Female,PASTEL,False,
"i have decided that i am going to lose at least 20 pounds by the time school starts. as of last sunday, i have lost 4! i have been riding my bike and walking around my neighborhood, so far everything is going well. im sick of all of my friends (that are an average of 130 pounds) calling thems sel...",3751196,1,BLOG,False,
"Okay everybody get ready, it's about to begin Who is this lady standing next to me? I knew somebody would take her off my hands someday. I hope nobody notices this is not enough food. It really wasn't enough food too many people decided to show up.",29974_4,Male,PASTEL,False,
"With all the services and present day products currently being uncovered every day and deliver into use for the betterment of folks, today the most critical facility and care that is essential by most men and women out in the earth is the medical treatment and medical facilities. With escalating ...",c0f2f080e01177df5ac35d18dedb3831,female,PAN13-EN,False,
"The temperature at which book paper catches fire and burns... Rather mesmerizing book I'm reading now, written in the 1950's and still relevant even today. Before reading it, I didn't realize it was a utopia kind of story and while I've read 1984 and Brave New World, this book just didn't come to...",3670664,0,BLOG,False,
"If a person possesses a fever, what does he do?If it is not too significant, then drinking meds will do the trick.However, you will need professional advice if you have a significant disease.Negotiating a credit card debt settlement requires an expert.It would be a hard task for a normal person t...",879113f7ec959bd12153b837828ff48e,male,PAN13-EN,False,
"Many of the town's citizens decided to take part in the peace march. People of all different backgrounds and races attended. They all carried banners and signs proclaiming their peaceful, progressive beliefs. Young and old people alike were in attendance, lending their support. Later, a march focusing on police excesses followed.",37480_1,Male,PASTEL,False,
All or Nothing Uhh I know when he's been on your mind That distant look is in your eyes I thought with time you'd realize It's over over It's not the way I choose to live And something somewhere's got to give As sharing this relationship gets older older You know I'd fight for you But how I can f...,3531507,1,BLOG,False,
"DOWNLOAD 'IPOOL' Online Pool - 8-ball, 9-ball, carom, 14-1, billiards. Online multiplayer pool game with realistic game physics and accurate table / ball dimensions. Fun yet tactical game of pool. Play online now against others for free or register for the full features, which include free entry...",3374786,0,BLOG,False,
"The greatest challenge individuals who have opted for a meat or dairy totally free diet have is getting enough protein. Your system needs protein for healthy muscle tissue, immune system, cells and tissues and for the production of hormones. But, like anything else, it really is possible to overd...",3d34b37db7af3c1dc31c9f19f9ff0f7,male,PAN13-EN,False,
"Ok, so I have read ALOT of other peoples blogs and as of yet I think 3 people (friends of course) have read mine. I am going to start looking into places I can post my link so that I can get complete strangers to read my ramblings!! Why would I want complete strangers to read any of my daily nons...",3578919,1,BLOG,False,
"dearest diary, i do not know wad to put for today's title..haha..so i will talk anything under the sun...haha...lets see... i got back my papers and i FAILED BOTH MATHS!!!haha...well what can i do right?haha...chinese i pass and english summary is the best...normally i get 7 and 8 marks now i hav...",3322392,1,BLOG,False,
"'Go to America. It's filled with opportunity and knowledge' 'Go to Canada. It's fewer crime rate' 'Go to China. It's better than America' Going to a place where a person feels that he belongs, that is an exciting feeling fill with wonder and optimism. But... For many, the result is a great disapp...",3539139,0,BLOG,False,
"  technology in schools is for everyone  The African mango scam myth is blown out of the water, read about it here.  Watch this video to get info on the African mango scam myth  Is there an African mango scam or not?  read all about the African mango scam debate  Is the African mango scam really ...",682d9b4fc0ab9c306a99f4b8af476023,female,PAN13-EN,False,
I dunno. Sometimes I just think I'm doing too many things at once... But I'll give it a try for a few days...Slaving away at university at a stupid programme to save some stuff to disk. Sucks. And I wanna see football (soccer!?) instead. But there's still hours to go.That keeper really saved us t...,3441444,0,BLOG,False,
"As intelligent as I am, I overlooked a key setting for my blog. Anyone can now leave a comment on my page. It appears I have ammused myself!! Tada!Forget limitations for a few minutes. Does anyone believe that things happen for a reason? Well forget that you have to make your destiny. You have to...",3287062,0,BLOG,False,
"Todae, Sundae nite.... again mus think of tml... the dae to face the weekdaes again and to face all of those hw and test tt will be given by the teachers... But anyway, todae was quite a good dae compared to those of the others... Todae, i am able to do my hw without my dad's presence and tt i m ...",4256898,1,BLOG,False,
"I thought this whole having kids thingy was a good idea. I mean my parents did it, millions of people have done it, so it cannot be 'that' bad....Ha! I was hood-winked, hornswoggled, led astray! It is VERY difficult, mentally, and you end up bone weary physically. For example, my 3 year old has j...",4178158,1,BLOG,False,
