"p_id","short_text","style","confidence","comments","data","consent","feedback","style_score","confidence_score","label","text_id","pred_gender","Submission id","Status","Custom study tncs accepted at","Started at","Completed at","Reviewed at","Archived at","Time taken","Completion code","Total approvals","Age","Sex","Ethnicity simplified","Country of birth","Country of residence","Nationality","Language","Student status","Employment status","URL","Gender"
"65654bb65a81489784483bf0","Hello lovely people, I want to introduce to you something that can go a long way in changing your financial status to a very comfortable state. What I'm introducing to you is a business that requires every partaker to be zealous about it, and it is very easy to do. It is known as network marketing, I know that the mention of the name network marketing has already turned you off because I know many people are not interested and think it is all scam.","{'numeric': 3, 'label': 'Neutral'}","{'numeric': 2, 'label': 'Somewhat Confident. You made a judgment but still felt uncertain or had significant doubts', 'full': '2: Somewhat Confident. You made a judgment but still felt uncertain or had significant doubts'}",NA,"PAN13-EN","I agree",NA,3,2,"female","19ea517e6f1a75890fa41b040354fd22","male","67a72f4854b0df78b4422f4c","APPROVED","Not Applicable",2025-02-08 10:23:43.188,2025-02-08 10:56:52.548,2025-02-08 10:56:57.085,2025-02-08 10:56:54.115316,1990,"C1DSW210",821,"33","Female","Black","United States","United States","United States","English","DATA_EXPIRED","DATA_EXPIRED",NA,NA
"65654bb65a81489784483bf0","wassup guys & gals ??? ; m interested in making a pen friend....preferably from some Third World country..can neone help ? ;","{'numeric': 2, 'label': 'Somewhat Feminine'}","{'numeric': 2, 'label': 'Somewhat Confident. You made a judgment but still felt uncertain or had significant doubts', 'full': '2: Somewhat Confident. You made a judgment but still felt uncertain or had significant doubts'}","Emotional","PAN13-EN","I agree",NA,2,2,"female","1a62280738b3b40a9de10b640ee6185f","male","67a72f4854b0df78b4422f4c","APPROVED","Not Applicable",2025-02-08 10:23:43.188,2025-02-08 10:56:52.548,2025-02-08 10:56:57.085,2025-02-08 10:56:54.115316,1990,"C1DSW210",821,"33","Female","Black","United States","United States","United States","English","DATA_EXPIRED","DATA_EXPIRED",NA,NA
"65654bb65a81489784483bf0","You can shine, no matter what you're made of. Never give up in your doings. Keep faith and hope alive, and all your dreams and aspirations will become a reality one day!
Don't believe everything you hear or see. There are always 3 sides to every story: yours, theirs and the truth!
In life you will face lot of challenges and uphill battles that will try to stop you from achieving your dreams. Difficulties will arise that will make you stumble but don't let those difficulties make you crumble. Just be strong. Trials will knock you down but you can choose to get back up.","{'numeric': 1, 'label': 'Very Feminine'}","{'numeric': 3, 'label': 'Moderately Confident. You felt reasonably sure of your judgment but had some doubts', 'full': '3: Moderately Confident. You felt reasonably sure of your judgment but had some doubts'}","Emotional","PAN13-EN","I agree",NA,1,3,"female","1ad83f68d4b7014df76536cd277167d9","male","67a72f4854b0df78b4422f4c","APPROVED","Not Applicable",2025-02-08 10:23:43.188,2025-02-08 10:56:52.548,2025-02-08 10:56:57.085,2025-02-08 10:56:54.115316,1990,"C1DSW210",821,"33","Female","Black","United States","United States","United States","English","DATA_EXPIRED","DATA_EXPIRED",NA,NA
"65654bb65a81489784483bf0","The art museum had exhibits made of wires. There were also exhibits made of plastic. Farther in there were paintings of landscapes. There were also flowers and oil paintings in the museum. Some of the paintings mimicked the flowers in real life.","{'numeric': 4, 'label': 'Somewhat Masculine'}","{'numeric': 2, 'label': 'Somewhat Confident. You made a judgment but still felt uncertain or had significant doubts', 'full': '2: Somewhat Confident. You made a judgment but still felt uncertain or had significant doubts'}","Facts","PASTEL","I agree",NA,4,2,"Female","31266","","67a72f4854b0df78b4422f4c","APPROVED","Not Applicable",2025-02-08 10:23:43.188,2025-02-08 10:56:52.548,2025-02-08 10:56:57.085,2025-02-08 10:56:54.115316,1990,"C1DSW210",821,"33","Female","Black","United States","United States","United States","English","DATA_EXPIRED","DATA_EXPIRED",NA,NA
"65654bb65a81489784483bf0","I got dinner on the go for tonight. So I sat to have a tea adn relax. I checked the cooker to make sure it was set to slow cook. Then I got ready for my class. Off to taekwondo I go!!",NA,NA,NA,"PASTEL","I agree",NA,3,2,"Female","30612","","67a72f4854b0df78b4422f4c","APPROVED","Not Applicable",2025-02-08 10:23:43.188,2025-02-08 10:56:52.548,2025-02-08 10:56:57.085,2025-02-08 10:56:54.115316,1990,"C1DSW210",821,"33","Female","Black","United States","United States","United States","English","DATA_EXPIRED","DATA_EXPIRED",NA,NA
"65654bb65a81489784483bf0","Insomnia is a bitch. I woke up at approximately 3:00 am and now it's 5:00 am. The big question - Do I bother to try to go to sleep again when I have to get up in a couple of hours anyway?? My usual pattern is that I'll fall into my eventual slumber, say 45 minutes before I have to wake up. I don't know why, but that 45 minutes is a very restful sleep. It's like the sleep fairies are teasing me by giving me a little snippet of the sleep I'm missing only to pluck it away right from under me. Curses to them!",NA,NA,NA,"BLOG","I agree",NA,3,2,"female","3463708","female","67a72f4854b0df78b4422f4c","APPROVED","Not Applicable",2025-02-08 10:23:43.188,2025-02-08 10:56:52.548,2025-02-08 10:56:57.085,2025-02-08 10:56:54.115316,1990,"C1DSW210",821,"33","Female","Black","United States","United States","United States","English","DATA_EXPIRED","DATA_EXPIRED",NA,NA
"65654bb65a81489784483bf0",":'-(
urlLink The Science Fiction Museum and Hall of Fame How cool is that? A museum dedicated to Science Fiction. And it's in the city I live in too. Money is tight...but I might just have to become a urlLink member of this museum.
","{'numeric': 2, 'label': 'Somewhat Feminine'}","{'numeric': 2, 'label': 'Somewhat Confident. You made a judgment but still felt uncertain or had significant doubts', 'full': '2: Somewhat Confident. You made a judgment but still felt uncertain or had significant doubts'}","Emotional","BLOG","I agree",NA,2,2,"male","3446946","male","67a72f4854b0df78b4422f4c","APPROVED","Not Applicable",2025-02-08 10:23:43.188,2025-02-08 10:56:52.548,2025-02-08 10:56:57.085,2025-02-08 10:56:54.115316,1990,"C1DSW210",821,"33","Female","Black","United States","United States","United States","English","DATA_EXPIRED","DATA_EXPIRED",NA,NA
"65654bb65a81489784483bf0","I can't breath or nothing... going to the doctor..... I hate this crap.... ah well... soemtimes, you gotta deal with it...
I have been sick for the past couple of days.. while, it has been raining the last couple of days... Coincidence?? hmmmm....","{'numeric': 2, 'label': 'Somewhat Feminine'}","{'numeric': 2, 'label': 'Somewhat Confident. You made a judgment but still felt uncertain or had significant doubts', 'full': '2: Somewhat Confident. You made a judgment but still felt uncertain or had significant doubts'}","Emotional","BLOG","I agree",NA,2,2,"male","3464451","female","67a72f4854b0df78b4422f4c","APPROVED","Not Applicable",2025-02-08 10:23:43.188,2025-02-08 10:56:52.548,2025-02-08 10:56:57.085,2025-02-08 10:56:54.115316,1990,"C1DSW210",821,"33","Female","Black","United States","United States","United States","English","DATA_EXPIRED","DATA_EXPIRED",NA,NA
"65654bb65a81489784483bf0","Tonight I headed home on the bus and started to reflect on things, after a pretty good evening with one of my friends. I don't know what it is about the bus or the skytrain, but I always start to think about things when I am on either one of them. The same thing occurs when i go for long walks.",NA,NA,NA,"BLOG","I agree",NA,3,2,"male","3457177","male","67a72f4854b0df78b4422f4c","APPROVED","Not Applicable",2025-02-08 10:23:43.188,2025-02-08 10:56:52.548,2025-02-08 10:56:57.085,2025-02-08 10:56:54.115316,1990,"C1DSW210",821,"33","Female","Black","United States","United States","United States","English","DATA_EXPIRED","DATA_EXPIRED",NA,NA
"65654bb65a81489784483bf0","hey diary ... today did nothing much in the office .. still waiting for ma visa to go uk .. hmm the news that i heard three weeks ago about me being booked for a job in uk (leeds to be precise) has gone from on cloud nine to shit might not be going ... the september 11 really has gave a lot of effects to ma working life .. been rejected a working visa to new york just because i got a 'bin' in the middle of ma name ...","{'numeric': 1, 'label': 'Very Feminine'}","{'numeric': 2, 'label': 'Somewhat Confident. You made a judgment but still felt uncertain or had significant doubts', 'full': '2: Somewhat Confident. You made a judgment but still felt uncertain or had significant doubts'}","Emotional","BLOG","I agree",NA,1,2,"male","3445273","male","67a72f4854b0df78b4422f4c","APPROVED","Not Applicable",2025-02-08 10:23:43.188,2025-02-08 10:56:52.548,2025-02-08 10:56:57.085,2025-02-08 10:56:54.115316,1990,"C1DSW210",821,"33","Female","Black","United States","United States","United States","English","DATA_EXPIRED","DATA_EXPIRED",NA,NA
"65654bb65a81489784483bf0","So, last Friday on my birthday, my cat turned 11. Yes, his birthday falls on my birthday. Anyway, the part of how smart my cat is that I mentioned a couple of days ago. My cat came and got me because he wanted food, which is no different from any other time. I have an understanding with him that if there's significant food in his plate, he doesn't get any more (unless I'm leaving for the day or something — I'm not a total ogre);","{'numeric': 4, 'label': 'Somewhat Masculine'}","{'numeric': 2, 'label': 'Somewhat Confident. You made a judgment but still felt uncertain or had significant doubts', 'full': '2: Somewhat Confident. You made a judgment but still felt uncertain or had significant doubts'}","Facts","BLOG","I agree",NA,4,2,"male","3445442","female","67a72f4854b0df78b4422f4c","APPROVED","Not Applicable",2025-02-08 10:23:43.188,2025-02-08 10:56:52.548,2025-02-08 10:56:57.085,2025-02-08 10:56:54.115316,1990,"C1DSW210",821,"33","Female","Black","United States","United States","United States","English","DATA_EXPIRED","DATA_EXPIRED",NA,NA
"65654bb65a81489784483bf0","I am like sooo out of it today...i called alex at like 9:30 last night, and we talked until like 2 something in the morning...five hours of my non~stop babble, i don't understand how he puts up with it…","{'numeric': 2, 'label': 'Somewhat Feminine'}","{'numeric': 2, 'label': 'Somewhat Confident. You made a judgment but still felt uncertain or had significant doubts', 'full': '2: Somewhat Confident. You made a judgment but still felt uncertain or had significant doubts'}","Somewhat emotional","BLOG","I agree",NA,2,2,"female","3464820","female","67a72f4854b0df78b4422f4c","APPROVED","Not Applicable",2025-02-08 10:23:43.188,2025-02-08 10:56:52.548,2025-02-08 10:56:57.085,2025-02-08 10:56:54.115316,1990,"C1DSW210",821,"33","Female","Black","United States","United States","United States","English","DATA_EXPIRED","DATA_EXPIRED",NA,NA
"65654bb65a81489784483bf0","OMG i havn't writen in a long time. i'm at my grandmas and bored. so there. more later
lately i have been desprately lonely. i don't know why. i just keep thingking why don't i have more friends? why do i thinkinh that everyone has been up to fun stuff w/ out me? i'm probably just paranoied.",NA,NA,NA,"BLOG","I agree",NA,3,2,"female","3475178","female","67a72f4854b0df78b4422f4c","APPROVED","Not Applicable",2025-02-08 10:23:43.188,2025-02-08 10:56:52.548,2025-02-08 10:56:57.085,2025-02-08 10:56:54.115316,1990,"C1DSW210",821,"33","Female","Black","United States","United States","United States","English","DATA_EXPIRED","DATA_EXPIRED",NA,NA
"65654bb65a81489784483bf0","okay, so apparently flogging molly is coming to philly august 6, 2004. they're going to be at the tweeter center i think... omfg if i don't get tickets, i will flippppppppp...and howard shore (lord of the rings music composer) is coming july 13? or something... i want to see that too... dammit, i want to see a lot of people this summer... annie lennox and sting are coming june 23, i think.. ahh, someone buy me flogging molly tickets... i don't think they're on sale yet.. they better not be... GRRR","{'numeric': 2, 'label': 'Somewhat Feminine'}","{'numeric': 2, 'label': 'Somewhat Confident. You made a judgment but still felt uncertain or had significant doubts', 'full': '2: Somewhat Confident. You made a judgment but still felt uncertain or had significant doubts'}",NA,"BLOG","I agree",NA,2,2,"female","3469096","male","67a72f4854b0df78b4422f4c","APPROVED","Not Applicable",2025-02-08 10:23:43.188,2025-02-08 10:56:52.548,2025-02-08 10:56:57.085,2025-02-08 10:56:54.115316,1990,"C1DSW210",821,"33","Female","Black","United States","United States","United States","English","DATA_EXPIRED","DATA_EXPIRED",NA,NA
"65654bb65a81489784483bf0","Hey! It's me again!!! I'm kinda bored eh. So mind as well write something in my blog. :) Uhm, Classes are fast-approaching. I'm excited about being a Campus Minister. Yeah!!!. But I don't want to wake up early!!! I'm looking forward in this school year.","{'numeric': 2, 'label': 'Somewhat Feminine'}","{'numeric': 2, 'label': 'Somewhat Confident. You made a judgment but still felt uncertain or had significant doubts', 'full': '2: Somewhat Confident. You made a judgment but still felt uncertain or had significant doubts'}",NA,"BLOG","I agree",NA,2,2,"female","3467867","male","67a72f4854b0df78b4422f4c","APPROVED","Not Applicable",2025-02-08 10:23:43.188,2025-02-08 10:56:52.548,2025-02-08 10:56:57.085,2025-02-08 10:56:54.115316,1990,"C1DSW210",821,"33","Female","Black","United States","United States","United States","English","DATA_EXPIRED","DATA_EXPIRED",NA,NA
"65654bb65a81489784483bf0","NO!!!!!!!!!!!Diana didn't win!!!!!!!!!!!(sob! )I have to admit that i am a Diana DeGarmo fan. Diana DeGarmo rocks!She is .Her is just great.I even named my neopet after her!(chuckle! ) This is DiAnA_dE_gArMo. I liked Diana when I saw her singing,'My Heart Will Go On' .","{'numeric': 1, 'label': 'Very Feminine'}","{'numeric': 3, 'label': 'Moderately Confident. You felt reasonably sure of your judgment but had some doubts', 'full': '3: Moderately Confident. You felt reasonably sure of your judgment but had some doubts'}","Emotional","BLOG","I agree",NA,1,3,"female","3486596","female","67a72f4854b0df78b4422f4c","APPROVED","Not Applicable",2025-02-08 10:23:43.188,2025-02-08 10:56:52.548,2025-02-08 10:56:57.085,2025-02-08 10:56:54.115316,1990,"C1DSW210",821,"33","Female","Black","United States","United States","United States","English","DATA_EXPIRED","DATA_EXPIRED",NA,NA
"65654bb65a81489784483bf0","I gave myself a break, just ride in the matt, no pressure and read the new book. Playing Michael Jackson on Mental FM, the song I am jamming to is Bad. I love that video and when the guy with the skates pulls the moonwalk......... We get to tao chic stands up and baaam! moon beam!!!!","{'numeric': 2, 'label': 'Somewhat Feminine'}","{'numeric': 2, 'label': 'Somewhat Confident. You made a judgment but still felt uncertain or had significant doubts', 'full': '2: Somewhat Confident. You made a judgment but still felt uncertain or had significant doubts'}","Emotional","PAN13-EN","I agree",NA,2,2,"female","1ada101c47e38f972a7d1f71103cfc57","female","67a72f4854b0df78b4422f4c","APPROVED","Not Applicable",2025-02-08 10:23:43.188,2025-02-08 10:56:52.548,2025-02-08 10:56:57.085,2025-02-08 10:56:54.115316,1990,"C1DSW210",821,"33","Female","Black","United States","United States","United States","English","DATA_EXPIRED","DATA_EXPIRED",NA,NA
"65654bb65a81489784483bf0","aw man! for a while there i thought i was actually going to have a relationship for real . after all those pseudo-relationships, i was beginning to warm up to the idea of stabilizing my commitment potential. well, it ended as swiftly as it began.","{'numeric': 2, 'label': 'Somewhat Feminine'}","{'numeric': 2, 'label': 'Somewhat Confident. You made a judgment but still felt uncertain or had significant doubts', 'full': '2: Somewhat Confident. You made a judgment but still felt uncertain or had significant doubts'}","Somewhat emotional","BLOG","I agree",NA,2,2,"female","3468759","female","67a72f4854b0df78b4422f4c","APPROVED","Not Applicable",2025-02-08 10:23:43.188,2025-02-08 10:56:52.548,2025-02-08 10:56:57.085,2025-02-08 10:56:54.115316,1990,"C1DSW210",821,"33","Female","Black","United States","United States","United States","English","DATA_EXPIRED","DATA_EXPIRED",NA,NA
"656c0f1618254f26a3af602e","Remember to match the coloration of your frames with your pores and skin tone.To find out what skin tone you have, just pay Ralph Lauren Pas Cher tiny pay a visit to to a cosmetic's counter to uncover out.RL7033If I want to look glamorous, I will most certainly don a pair of butterfly formed Ralp...","2: Somewhat Feminine","2: Somewhat Confident. You made a judgment but still felt uncertain or had significant doubts",NA,"PAN13-EN","I agree",NA,2,2,"male","68f9d9bf370e74cb512bf5afd543bbd4","","67aa5cad9f1715a70033acb9","APPROVED","Not Applicable",2025-02-10 20:08:19.975,2025-02-10 20:27:45.398,2025-02-10 20:27:47.912,2025-02-10 20:27:46.334372,1166,"C1DSW210",852,"51","Female","Black","United States","United States","United States","English","No","Part-Time","https://gender-writing-style3.streamlit.app/",NA
"656c0f1618254f26a3af602e","Loosing weight is consequently 1 of the best items you may do for oneself in case you are obese. It appears like a daunting job, but for those who function at it something is feasible.Weight loss is more of a mental battle than it is a physical 1. Losing hope or receiving discouraged may be the p...","3: Neutral","2: Somewhat Confident. You made a judgment but still felt uncertain or had significant doubts",NA,"PAN13-EN","I agree",NA,3,2,"male","e5e66ec2dd1dc4b70ebfc1af51a677f7","","67aa5cad9f1715a70033acb9","APPROVED","Not Applicable",2025-02-10 20:08:19.975,2025-02-10 20:27:45.398,2025-02-10 20:27:47.912,2025-02-10 20:27:46.334372,1166,"C1DSW210",852,"51","Female","Black","United States","United States","United States","English","No","Part-Time","https://gender-writing-style3.streamlit.app/",NA
"656c0f1618254f26a3af602e","By extracting a few of the present soil you'll be able to design a submerged flowerbed. This would permit rainfall for being accumulated and irrigate your plants concurrently totally free. Quite a few smart landscape designs range from interesting paths leading visitors concerning yard. To avoid ...","4: Somewhat Masculine","2: Somewhat Confident. You made a judgment but still felt uncertain or had significant doubts",NA,"PAN13-EN","I agree",NA,4,2,"male","99bd25c2a77487783e0392f2b03540f4","","67aa5cad9f1715a70033acb9","APPROVED","Not Applicable",2025-02-10 20:08:19.975,2025-02-10 20:27:45.398,2025-02-10 20:27:47.912,2025-02-10 20:27:46.334372,1166,"C1DSW210",852,"51","Female","Black","United States","United States","United States","English","No","Part-Time","https://gender-writing-style3.streamlit.app/",NA
"656c0f1618254f26a3af602e","Step into a pair of Manolo Blahnik's shoes and you'll understand just why they are so sought after! Order a pair today and get ready to steal the show wherever the night takes you!","3: Neutral","2: Somewhat Confident. You made a judgment but still felt uncertain or had significant doubts",NA,"PAN13-EN","I agree",NA,3,2,"female","4f893def18ff1a218060a5e89a45abc","","67aa5cad9f1715a70033acb9","APPROVED","Not Applicable",2025-02-10 20:08:19.975,2025-02-10 20:27:45.398,2025-02-10 20:27:47.912,2025-02-10 20:27:46.334372,1166,"C1DSW210",852,"51","Female","Black","United States","United States","United States","English","No","Part-Time","https://gender-writing-style3.streamlit.app/",NA
"656c0f1618254f26a3af602e","The couple was walking with his friends to the pub to have fun. The couple was excited to finally arrive at the pub. There was a lot of people with interesting dance moves. Time ran quickly as everyone was having fun with friends. Some people even played games.","3: Neutral","3: Moderately Confident. You felt reasonably sure of your judgment but had some doubts",NA,"PASTEL","I agree",NA,3,3,"Male","18806","","67aa5cad9f1715a70033acb9","APPROVED","Not Applicable",2025-02-10 20:08:19.975,2025-02-10 20:27:45.398,2025-02-10 20:27:47.912,2025-02-10 20:27:46.334372,1166,"C1DSW210",852,"51","Female","Black","United States","United States","United States","English","No","Part-Time","https://gender-writing-style3.streamlit.app/",NA
"656c0f1618254f26a3af602e","The wedding reception started with a speech. The groom's party had ridden from the ceremony in a limo. The wedding party was all lined up. They took lots of pictures at the wedding reception. They all drank beer and had a fun time at the formal party.","3: Neutral","2: Somewhat Confident. You made a judgment but still felt uncertain or had significant doubts",NA,"PASTEL","I agree",NA,3,2,"Non-binary","29038","","67aa5cad9f1715a70033acb9","APPROVED","Not Applicable",2025-02-10 20:08:19.975,2025-02-10 20:27:45.398,2025-02-10 20:27:47.912,2025-02-10 20:27:46.334372,1166,"C1DSW210",852,"51","Female","Black","United States","United States","United States","English","No","Part-Time","https://gender-writing-style3.streamlit.app/",NA
"656c0f1618254f26a3af602e","Repossesed Asset Auctions Are generally a Great deal Searchers Prize! Confiscated home's along with merchandise offered by using federal government online auctions as well as police auctions can be a treasure regarding bargain finders. There is simply a large choice of potential items, new and us...","3: Neutral","2: Somewhat Confident. You made a judgment but still felt uncertain or had significant doubts",NA,"PAN13-EN","I agree",NA,3,2,"female","1579af59b6b62baccdd0a165aa6f3a39","","67aa5cad9f1715a70033acb9","APPROVED","Not Applicable",2025-02-10 20:08:19.975,2025-02-10 20:27:45.398,2025-02-10 20:27:47.912,2025-02-10 20:27:46.334372,1166,"C1DSW210",852,"51","Female","Black","United States","United States","United States","English","No","Part-Time","https://gender-writing-style3.streamlit.app/",NA
"656c0f1618254f26a3af602e","A story tells that two friends were walking through the desert. During some point of the journey, they had an argument, and one friend slapped the other one in the face. The one who got slapped was hurt, but without saying anything, he wrote in the sand: Today my best friend slapped me in the fac...","3: Neutral","2: Somewhat Confident. You made a judgment but still felt uncertain or had significant doubts",NA,"PAN13-EN","I agree",NA,3,2,"female","f0f49a9fb19179f12e02a60c732aa2be","","67aa5cad9f1715a70033acb9","APPROVED","Not Applicable",2025-02-10 20:08:19.975,2025-02-10 20:27:45.398,2025-02-10 20:27:47.912,2025-02-10 20:27:46.334372,1166,"C1DSW210",852,"51","Female","Black","United States","United States","United States","English","No","Part-Time","https://gender-writing-style3.streamlit.app/",NA
"656c0f1618254f26a3af602e","Dogs are like four legged children. They express the same emotion as they do. They get happy, sad, and most of all they suffer from separation anxiety. However, what is separation anxiety and how can you tell if your dog is or has experienced it?  anxiety in dogs can be seen in how your dog behav...","1: Very Feminine","3: Moderately Confident. You felt reasonably sure of your judgment but had some doubts",NA,"PAN13-EN","I agree",NA,1,3,"female","89fa9fc6eb893f27dbac9f10873d2686","","67aa5cad9f1715a70033acb9","APPROVED","Not Applicable",2025-02-10 20:08:19.975,2025-02-10 20:27:45.398,2025-02-10 20:27:47.912,2025-02-10 20:27:46.334372,1166,"C1DSW210",852,"51","Female","Black","United States","United States","United States","English","No","Part-Time","https://gender-writing-style3.streamlit.app/",NA
"656c0f1618254f26a3af602e","Life problems are likened to sequential mountains the success is not in the number you climbed and crossed but how you cross.","3: Neutral","2: Somewhat Confident. You made a judgment but still felt uncertain or had significant doubts",NA,"PAN13-EN","I agree",NA,3,2,"female","5c8171d522b158f3b39fdf8a56e7676c","","67aa5cad9f1715a70033acb9","APPROVED","Not Applicable",2025-02-10 20:08:19.975,2025-02-10 20:27:45.398,2025-02-10 20:27:47.912,2025-02-10 20:27:46.334372,1166,"C1DSW210",852,"51","Female","Black","United States","United States","United States","English","No","Part-Time","https://gender-writing-style3.streamlit.app/",NA
"656c0f1618254f26a3af602e","Dad likes to show up without a shirt at the table. It is ok because its his birthday and I got him a card. Dad always looks so happy with my mom , his wife. They loved taking pictures together under the sun. I can honestly say they are both smart and the cutest couple.","2: Somewhat Feminine","3: Moderately Confident. You felt reasonably sure of your judgment but had some doubts",NA,"PASTEL","I agree",NA,2,3,"Male","14847","","67aa5cad9f1715a70033acb9","APPROVED","Not Applicable",2025-02-10 20:08:19.975,2025-02-10 20:27:45.398,2025-02-10 20:27:47.912,2025-02-10 20:27:46.334372,1166,"C1DSW210",852,"51","Female","Black","United States","United States","United States","English","No","Part-Time","https://gender-writing-style3.streamlit.app/",NA
"656c0f1618254f26a3af602e","Labor Day is celebrated in the whole world with a difference in date. In the United States, it’s celebrated in September at the end of week days. Though Labor Day has its roots in the blood of working class, and it was first time observed during 1878, yet it became a federal holiday in 1894. Toda...","4: Somewhat Masculine","2: Somewhat Confident. You made a judgment but still felt uncertain or had significant doubts",NA,"PAN13-EN","I agree",NA,4,2,"female","5251e1af89354cb693f0503751420f5a","","67aa5cad9f1715a70033acb9","APPROVED","Not Applicable",2025-02-10 20:08:19.975,2025-02-10 20:27:45.398,2025-02-10 20:27:47.912,2025-02-10 20:27:46.334372,1166,"C1DSW210",852,"51","Female","Black","United States","United States","United States","English","No","Part-Time","https://gender-writing-style3.streamlit.app/",NA
"656c0f1618254f26a3af602e","Every occasion turns colorful and joyous once your gifts reach your relations in Mumbai, and is privileged to do that for you. Astonish your loved ones check out for exciting and happening gifts.","2: Somewhat Feminine","2: Somewhat Confident. You made a judgment but still felt uncertain or had significant doubts",NA,"PAN13-EN","I agree",NA,2,2,"female","f8d6c9f9b159351805a2f2912425e740","","67aa5cad9f1715a70033acb9","APPROVED","Not Applicable",2025-02-10 20:08:19.975,2025-02-10 20:27:45.398,2025-02-10 20:27:47.912,2025-02-10 20:27:46.334372,1166,"C1DSW210",852,"51","Female","Black","United States","United States","United States","English","No","Part-Time","https://gender-writing-style3.streamlit.app/",NA
"656c0f1618254f26a3af602e","Reason with yourself to 12 and change your mind concerning Suicide 1. Is it necessary for me to kill myself? 2. Is suicide the best option? 3. Are there no other better options 4. Is life not the most valuable possession that I have? 5. They say, “When there is life, there is hope”. Is it not tru...","3: Neutral","2: Somewhat Confident. You made a judgment but still felt uncertain or had significant doubts",NA,"BLOG","I agree",NA,3,2,"male","3694451","","67aa5cad9f1715a70033acb9","APPROVED","Not Applicable",2025-02-10 20:08:19.975,2025-02-10 20:27:45.398,2025-02-10 20:27:47.912,2025-02-10 20:27:46.334372,1166,"C1DSW210",852,"51","Female","Black","United States","United States","United States","English","No","Part-Time","https://gender-writing-style3.streamlit.app/",NA
"656c0f1618254f26a3af602e","My colleague said that I looked black this morning when he saw me. But the most important thing is that he said I look cute. Haha.. Thanks.. So busy at work today, almost had no time to go to the ladies..Tomorrow will be worse. Got to clear all my backlog after not being around in the office for ...","1: Very Feminine","2: Somewhat Confident. You made a judgment but still felt uncertain or had significant doubts",NA,"BLOG","I agree",NA,1,2,"female","4267143","","67aa5cad9f1715a70033acb9","APPROVED","Not Applicable",2025-02-10 20:08:19.975,2025-02-10 20:27:45.398,2025-02-10 20:27:47.912,2025-02-10 20:27:46.334372,1166,"C1DSW210",852,"51","Female","Black","United States","United States","United States","English","No","Part-Time","https://gender-writing-style3.streamlit.app/",NA
"656c0f1618254f26a3af602e","when i woke up, i felt like ass. i feel drained and sick and sleep deprived. i couldn't even move my neck. i still can't.i had eggs for breakfast but have yet to have the time to read the south beach book. i got home from work after 1 a.m. and woke up early to write articles. i'll probably be at ...","1: Very Feminine","3: Moderately Confident. You felt reasonably sure of your judgment but had some doubts",NA,"BLOG","I agree",NA,1,3,"male","765488","","67aa5cad9f1715a70033acb9","APPROVED","Not Applicable",2025-02-10 20:08:19.975,2025-02-10 20:27:45.398,2025-02-10 20:27:47.912,2025-02-10 20:27:46.334372,1166,"C1DSW210",852,"51","Female","Black","United States","United States","United States","English","No","Part-Time","https://gender-writing-style3.streamlit.app/",NA
"656c0f1618254f26a3af602e","We visited the park. The statues were abstract. The subject of the statues is up to interpretation. The figures were there. We deciphered what the statues meant.","3: Neutral","3: Moderately Confident. You felt reasonably sure of your judgment but had some doubts",NA,"PASTEL","I agree",NA,3,3,"Male","9477","","67aa5cad9f1715a70033acb9","APPROVED","Not Applicable",2025-02-10 20:08:19.975,2025-02-10 20:27:45.398,2025-02-10 20:27:47.912,2025-02-10 20:27:46.334372,1166,"C1DSW210",852,"51","Female","Black","United States","United States","United States","English","No","Part-Time","https://gender-writing-style3.streamlit.app/",NA
"656c0f1618254f26a3af602e","Peru has a lot of cool traditions. Jenny wanted to see all of them, starting with seeing the alpacas. She watched local bands. She ate the local food. She hiked the mountains to get a better view of Peru.","2: Somewhat Feminine","2: Somewhat Confident. You made a judgment but still felt uncertain or had significant doubts",NA,"PASTEL","I agree",NA,2,2,"Female","4390","","67aa5cad9f1715a70033acb9","APPROVED","Not Applicable",2025-02-10 20:08:19.975,2025-02-10 20:27:45.398,2025-02-10 20:27:47.912,2025-02-10 20:27:46.334372,1166,"C1DSW210",852,"51","Female","Black","United States","United States","United States","English","No","Part-Time","https://gender-writing-style3.streamlit.app/",NA
"656c0f1618254f26a3af602e","TRAVEL MACHU PICCHU PERU Welcome to ""Peru Incas Country"", Tour operator specially in Cusco and Peru. The company was create in 1997 by an enterprising women. Since that time we have been operating a different tours in the historic capital of the Inca Empire. Specialist in Adventure tours: Inka Tr...","2: Somewhat Feminine","3: Moderately Confident. You felt reasonably sure of your judgment but had some doubts",NA,"PAN13-EN","I agree",NA,2,3,"male","9f0ba9da10504bf6cd3cd0a05722c5b2","","67aa5cad9f1715a70033acb9","APPROVED","Not Applicable",2025-02-10 20:08:19.975,2025-02-10 20:27:45.398,2025-02-10 20:27:47.912,2025-02-10 20:27:46.334372,1166,"C1DSW210",852,"51","Female","Black","United States","United States","United States","English","No","Part-Time","https://gender-writing-style3.streamlit.app/",NA
